Id,Category
621522460807143424,positive
621539340498391041,positive
621546116929208320,positive
621554188288421888,positive
621569808144805888,positive
621671816461950977,negative
621679613249347584,positive
621743210059198464,positive
621756352264847361,neutral
621761332489154562,positive
621797443647111168,neutral
621831001547927552,positive
621871025957896193,neutral
621878763517706240,neutral
621949181981290496,positive
622005331409776641,positive
622029088044261376,positive
622037047637876736,neutral
622037246120693760,positive
622042211618811904,positive
622054383514177536,positive
622089230450327552,positive
622105547253391360,neutral
622155927098146816,positive
622208991960125440,neutral
622275716567166976,positive
622592242667155456,positive
623062168980844544,positive
623131052031262720,positive
623215014808195072,neutral
623289728708792320,negative
623618780099411968,positive
625766422086488064,positive
629426436663717889,neutral
620679423323447301,positive
620821002390339585,negative
620838510191362048,negative
620951420787929088,positive
620979391984566272,negative
621090050848198657,positive
621090343740555264,negative
621516071682592768,positive
621624979201912833,negative
621675525107544064,positive
621675777654935552,positive
621683248851234816,negative
621700396478803968,negative
621701322815995904,positive
621701633735585792,negative
621715379279241216,positive
621726465067847680,negative
621766793980350464,positive
621831138298871808,positive
621931197531205632,negative
621934143451058176,positive
622235808339091456,positive
622252867907387392,positive
622272830806315008,neutral
622314582909026304,positive
622457199399317504,negative
622608485704957952,negative
622898205873733632,positive
623385539547246597,positive
623590958102392832,neutral
623783103840980995,negative
624467897608331264,positive
624506164496216064,positive
624931763932917760,positive
625233600762544128,positive
625623391731515392,positive
626078949630722048,negative
626907748148510721,neutral
627021802221510656,positive
627474993308409856,negative
627485684471889921,positive
627500184965148672,positive
627578739191365632,positive
627604291289772032,positive
627789743263105024,neutral
628474910436925441,negative
628869004535447552,positive
629433984297107456,positive
629991453154897921,positive
631379711441154049,positive
632557717895442432,positive
633183008930009088,positive
633345798109990912,neutral
633921953297006592,negative
633931987355574273,negative
634005145563570176,neutral
634098002328743936,positive
634494690327457792,positive
635014939581784064,positive
635538106150715392,negative
635676950095364096,positive
636073956378812416,positive
636606931503857664,positive
636664402901536769,positive
637179517832982528,positive
637229009844215808,positive
637477283620630530,neutral
637726203932114944,positive
637791558188834816,neutral
638114909839040512,positive
638129191817379840,negative
638272681180311552,positive
638361274527514625,negative
638473276491063296,neutral
638643398090620928,positive
638663906509090816,neutral
638699838863994880,neutral
638768809986228224,neutral
638769260257480704,negative
638971504277983232,negative
639033824102477824,neutral
639036500299116544,negative
639138413048909824,negative
639211402247454720,positive
639292679524872192,negative
639410002260791296,negative
639448563852800000,positive
639555024423649280,neutral
640139548404662273,positive
640273126962667521,positive
640295436310462464,positive
640458572422377472,positive
640481730126811136,positive
640491528826195968,negative
640681655271845888,negative
640719732157624320,negative
640810887012421633,positive
640890222230798336,negative
641000154636623872,neutral
641143732897628161,positive
641575778304557057,negative
641576280517947393,neutral
641578941031911428,negative
641581553131356160,neutral
641582970483146752,positive
641585510482227200,neutral
641586058388344832,positive
641588789362581504,positive
641590114469199872,positive
641594046968918016,positive
641594551224934402,positive
641595682948841472,neutral
641596405027610624,positive
641597582880301056,positive
641599006963929089,positive
641600056404131840,positive
641600749684793344,positive
641601014861287424,positive
641601416604327936,positive
641602240214601728,negative
641602373131988992,positive
641602616502259713,negative
641602953275703296,negative
641605732778024960,negative
641608077423329280,positive
641609620688097280,positive
641612792210944000,positive
641613178237947904,neutral
641615417379696640,neutral
641620321544507392,negative
641621561833750529,positive
641623037914284033,positive
641624864026181632,positive
641625256428367872,positive
641626146262552576,neutral
641627924785963008,neutral
641627937364512768,positive
641628057258827776,negative
641628743316992001,positive
641629984449273856,positive
641631147370352640,neutral
641631875472195584,neutral
641633209445425152,negative
641634937339297792,positive
641634941969788928,positive
641635259801427968,positive
641635449925189632,positive
641636191767498752,positive
641637064971128833,positive
641638125748514816,positive
641639715167465472,negative
641639739871903745,negative
641640461111693312,positive
641640811696795648,positive
641640990319710208,positive
641641510384087040,positive
641642454035341312,positive
641644533827006464,positive
641644999164231684,positive
641645846921003008,positive
641646262786375681,negative
641646632216469504,positive
641647415997526016,positive
641647723289165824,negative
641648422324412416,positive
641649097682874368,positive
641649387492503552,positive
641650074943139840,positive
641651328310116352,neutral
641652281943977985,positive
641653341659901953,positive
641653832439562240,positive
641654117593563136,neutral
641654835037736960,negative
641654885583351808,negative
641656127101534208,neutral
641656762588762112,positive
641656816846405632,negative
641656839952732160,positive
641657855267966976,positive
641658182792691712,positive
641658203382673408,positive
641658989139357696,negative
641659122627293188,positive
641659133863718912,negative
641659630595244032,negative
641659814779715584,neutral
641660283421724673,positive
641660457573478400,positive
641660922214359040,positive
641661164783468545,positive
641661475098988544,neutral
641661698366025728,positive
641662004600639488,negative
641662091976396800,negative
641662233731137536,positive
641662294125072384,neutral
641662846196150272,positive
641663313756073988,positive
641663689075105796,positive
627947053767749632,positive
627978419607871488,negative
628155253758693376,positive
628216397672218624,negative
628225751964254209,positive
628271880797970432,positive
628285319251656704,positive
628316900259463168,positive
628336089019740160,positive
628343143184764928,positive
628510843479552000,negative
628582809909768193,positive
628664062545657856,negative
628881767051558912,negative
628909655989858304,positive
628949946008477696,neutral
629037957538672641,positive
629118056246054917,positive
629336912277413888,negative
629364497728282624,positive
629379172553502720,positive
629579203197988864,negative
629579378284859392,neutral
629715904411013120,negative
629723988743196673,negative
630115341192970240,negative
630390946354569216,positive
630432329249521664,positive
630463687384539137,neutral
630475066506125312,positive
630697178655141889,neutral
630746056083423237,positive
630813109028962304,positive
630838157886361600,neutral
630886232084606977,positive
631089371626606593,neutral
631255344560349184,positive
631255429222432768,negative
631661247432404993,neutral
631816714544545793,positive
631972680967790593,positive
632020116356657152,negative
632065094461976576,positive
632249464682643456,positive
632259368818339840,positive
632586398369992704,positive
632604033228914688,positive
633364691360817153,positive
633430128282853376,positive
633632641967747072,positive
633641449771266048,positive
633652601674792964,positive
633994540467257344,positive
634095827112361984,positive
634489517165162496,negative
634629905683120128,neutral
634680936827895808,neutral
634728231816548353,positive
634824260905758720,negative
634846171249418241,negative
635079005939593216,neutral
635369137640996864,positive
635511098163261440,negative
635600938254925824,negative
635814410821480454,positive
635846068270403584,negative
635896680404111360,positive
635905417869045760,negative
635909768931057664,positive
636171605014618112,neutral
636308591809593344,positive
636925377026224128,neutral
636968075229696000,positive
637349437212332033,negative
637538852996050944,positive
637701981319131136,positive
637762078917398528,positive
638003748078530560,negative
638216266206081024,positive
638347085901795328,positive
638581254657544192,positive
638593564100984832,positive
638645184536821760,positive
638684288054005760,negative
639191194803638272,positive
639314859952214016,negative
639446485260566530,negative
639450376735952897,neutral
639864329718923264,positive
640350721683099648,positive
640370186894229505,positive
640416883678707712,positive
640556133875326977,negative
640727973696565248,neutral
640795260596166656,positive
640828064255967232,positive
640878462056669184,positive
640917908433043457,positive
640997139695321088,neutral
641296794035490817,neutral
639833769445335040,positive
639851997932429312,negative
639878464468819968,positive
639895758041415681,positive
639901439775670273,negative
639917127231668224,neutral
639954147991793665,positive
640065563822309376,positive
640068362010259457,negative
640071004065300480,positive
640095094373240832,positive
640100190876102656,negative
640129004150870016,neutral
640133551271378944,positive
640144911350804480,positive
640167811357126656,positive
640202289202917376,negative
640215088197185536,negative
640229988097261568,positive
640273273809436672,positive
640335593667432448,negative
640436801379934208,negative
640449388750458880,neutral
640453612855029761,positive
640454044042022912,positive
640536610006790145,positive
640542417398145024,negative
640547237890646017,positive
640552631312740352,negative
640568943032279040,positive
640574781314744320,negative
640582650743406592,positive
640593357333483520,positive
640595497879793664,negative
640604623825432576,negative
640637709355220992,positive
640640677789962241,neutral
640654714070282240,negative
640662274131259392,positive
640676522978885633,positive
640749076250804224,positive
640778028616929280,negative
640808820013465600,negative
640812066501226496,neutral
640814787132264448,positive
640832772475588608,positive
640834518878842880,neutral
640849969981751296,positive
640852549348757504,negative
640898526596177922,positive
640918503936106496,positive
640935327780106240,positive
640944149286514689,positive
640958204915138560,positive
640980031972503552,negative
640985288798547968,negative
640992789220728832,positive
640998783489216512,neutral
641010716506464257,positive
641027271290146816,positive
641126992444805120,negative
641133638835290112,negative
641148516933500929,positive
641151155511234560,negative
641162035015852032,negative
641167123130269696,negative
641168101577396225,positive
641189394100133888,positive
641213517799014401,positive
641228254758744064,neutral
641231503221854208,positive
641242222629920768,positive
641244239326806017,negative
641260237098459136,positive
641289336181362688,positive
641311712071819264,positive
641334333014474752,positive
641346218136702976,neutral
641348541487562752,positive
641388379666558976,positive
641425851444129792,positive
641478184568029184,negative
641506922420682752,negative
641507570469965824,neutral
641514050304798720,positive
641521937810882560,positive
641527488942706688,negative
641535289198952448,positive
641535742846631936,positive
641541870011682816,positive
641547796127088640,negative
641582529372364800,positive
641591296335982592,negative
641591451747487744,negative
641602276138745856,negative
641617377755578368,positive
641632434635669504,positive
641639459054718978,negative
641640981213741056,negative
641668077994803200,positive
637650889549983745,positive
637653797553217537,neutral
637654698577784832,neutral
637692947538903040,neutral
637693861050064896,positive
637694619384287233,positive
637695853289934848,negative
637698794075877376,neutral
637705438100746240,positive
637707030183022592,positive
637710595324801024,positive
637712084248035328,negative
637713053878984704,positive
637714760973201408,positive
637723071160299520,positive
637739887010025472,positive
637752769621938176,negative
637754515295375360,positive
637764275944181760,positive
637779994840854528,negative
637863941666942976,positive
637909992880926720,negative
637942532735934464,negative
637976485538725888,negative
638005417382166529,positive
638047894503821312,positive
638074401171349505,negative
638102785536466945,positive
638305772334657536,positive
638345756328493056,positive
638378366484258816,negative
638379286672486400,positive
638385619002126336,negative
638415817172983808,positive
638432528324558848,positive
638448857463037952,positive
638471605853794304,positive
638473308988571649,positive
638478279633059840,positive
638483270355812352,negative
638483514850193408,positive
638488377340223489,positive
638495933681020928,negative
638501075910324224,negative
638599370590527488,negative
638627645425623040,positive
638637717509799936,positive
638641315719286784,positive
638657552495038464,positive
638661416422129664,positive
638680730160115712,positive
638692297438314496,negative
638766156552249344,positive
638771008615395328,positive
638811135316242432,negative
638817591385980928,neutral
638842021675991041,positive
638848188548452353,neutral
638982574631579649,positive
638987354703855616,positive
639032600586289152,neutral
639041704436305921,negative
639046234817167360,negative
639046921739341825,positive
639051754961813504,positive
639133841496645633,positive
639155392853975040,positive
639392938867343360,neutral
639429903855788032,positive
639533397921165312,negative
639705230108688384,positive
639799235060367360,positive
639819279433605120,positive
639958655606128640,positive
640096648635400192,positive
640126965610082304,neutral
640319900343398400,negative
640379349368070144,negative
640428065835876352,negative
640468761439567872,negative
640500462408605697,positive
640520360627163136,negative
640537082801319936,positive
640566901991710722,positive
640576345358106624,positive
640576800071000064,positive
640580666040520704,negative
640666824774782976,positive
640830613109534722,negative
640857616730615808,positive
640859852655431680,positive
640897834418618368,neutral
641188634763378688,negative
641217303040892928,negative
641449533201756160,negative
641469594247413761,neutral
641518637707325440,neutral
641518786344960000,positive
641562317528809476,positive
641567237409783810,positive
638807105022107648,neutral
638827615378210816,positive
638871844267945984,positive
638925816361938944,positive
638932691430318080,positive
639001343689101312,negative
639043880894263297,positive
639105742281183232,positive
639171395700678657,negative
639171590501105664,neutral
639204195812397056,positive
639214489104216064,positive
639214812027846656,neutral
639223926766370817,positive
639232424266833921,neutral
639243654163369984,neutral
639293456427315201,negative
639299565624012800,negative
639307310192459776,positive
639415276291756032,neutral
639461204465963008,positive
639468323219050496,neutral
639535244354416640,positive
639546174710616064,negative
639638914085572608,positive
639658547467280384,positive
639687406287986688,neutral
639687615373930496,neutral
639689301438017536,positive
639691314020397056,negative
639776747500670976,positive
639792975791456256,positive
639794348222099456,neutral
639835408906473472,positive
639859531367976960,negative
639869002005749763,neutral
639869013980413952,negative
639893430408187904,positive
639949172666298368,positive
639951189858107392,positive
639956675865276418,negative
639957858679922692,positive
639979437321244672,negative
639986170034688000,negative
640008339892494337,positive
640014836257136640,positive
640015399300435976,positive
640022534906318848,positive
640024367401799681,positive
640025109030268928,positive
640073633008750592,negative
640097058033004545,positive
640213735504748544,positive
640241331101679616,positive
640245795535593473,neutral
640287517422563328,negative
640298533174820864,negative
640340450818322432,positive
640340954017366016,positive
640395584264769536,positive
640541000117587968,neutral
640635826557186048,positive
640644064879243264,negative
640648433842323456,negative
640683262415867905,positive
640710805508497415,positive
640711961252990976,positive
640766902772502528,positive
640820660214730752,positive
640892624883335168,neutral
640922022860713985,positive
640940787723857920,positive
640968723369558016,positive
640985923124133888,negative
641030078021939200,neutral
641057513362862080,negative
641105604484820992,negative
641169599032000516,positive
641308923409092609,positive
641332666537771008,negative
641366871120343045,positive
641371312900960257,positive
641380527858028544,positive
641380875742134273,negative
641383906550398977,positive
641389144405577728,positive
641395779505102848,neutral
641396427793506304,positive
641398624426020864,positive
641423456244908032,neutral
641437112873693188,positive
641445727843975168,negative
641446659440910336,neutral
641479664838569984,negative
641487471344271360,positive
641504385181155328,neutral
641577387621281797,negative
641608606178148352,negative
641614426752348160,positive
641659440790245377,positive
641023609440464896,negative
641026964648775680,positive
641035191415390208,negative
641035931898671105,negative
641043198530326528,negative
641053094613250048,positive
641056191964168192,negative
641065427355832324,negative
641102778497167360,positive
641113964152287232,positive
641123206766718976,positive
641125518348288000,neutral
641125778437091328,negative
641139797348753408,neutral
641144036129157120,negative
641147599110672384,negative
641148234413535232,negative
641151155322667008,negative
641155079509291008,positive
641164550318989312,negative
641167594578399232,negative
641169651658002432,negative
641174155543506944,positive
641174772152422400,negative
641174843426258944,positive
641177151442518018,negative
641180203834830848,negative
641182038591176710,negative
641183308211187712,neutral
641183905584910336,negative
641186391339204608,neutral
641190955270275072,positive
641191101676810240,negative
641193306878287872,positive
641195520447410176,negative
641196126478204928,negative
641197049665294336,positive
641208315679260672,positive
641210094202580992,negative
641210260800294912,positive
641212746898534400,positive
641215289258995712,negative
641229023348133889,positive
641240468626411521,neutral
641243239505391616,positive
641257505188921344,positive
641259829055594496,positive
641271048818724865,positive
641280875020308480,positive
641284793456529408,positive
641287985556754432,negative
641291433224310784,negative
641302638944985088,positive
641314170642821121,positive
641314217451225089,positive
641314928666742784,positive
641327856266702852,positive
641342351567290368,positive
641346968212520960,negative
641350217023942656,positive
641357740669988865,positive
641359048323919872,positive
641360299988140032,neutral
641364396262887425,positive
641367577822916608,neutral
641370416062328832,positive
641371558137757696,neutral
641502330094026752,positive
641514213085736960,positive
641519622823526400,positive
641520334299111424,positive
641523673267109888,neutral
641532379161624576,negative
641533674568200192,negative
641535770252210176,positive
641536732647813120,positive
641548638364278784,negative
641559590962864128,positive
641559806059388928,negative
641560442427580416,positive
641561125725847552,negative
641562331063951360,positive
641562667820433408,positive
641564284569436160,positive
641566986439299072,positive
641569184388935680,positive
641574565337014272,negative
641575190980333568,positive
641594428491177984,neutral
641598354590449665,positive
641598851095392256,positive
641603112801701889,positive
641614910921814017,positive
641622093830955008,negative
641623387450773504,positive
641623713297920000,neutral
641630944470937604,positive
641638112381304832,neutral
641649550629957632,negative
641650029233573888,negative
631011664406577152,neutral
631168990476402688,positive
631211406466002944,positive
631230569729368064,negative
631315414660874240,positive
631419886170972161,positive
631458650243117056,neutral
631493089237073921,negative
631572897698418688,negative
631596206511230976,negative
631621485749215232,positive
631679301843222529,positive
631835506477690881,positive
632243362347753473,negative
632287139569500160,positive
632330070904991744,positive
632332117817561088,positive
632340733794512896,positive
632353139937705984,positive
632353979557642241,positive
632508320503476224,positive
632684673320288256,negative
632690010593062912,negative
632737975466528768,positive
632828054155468800,neutral
632875654481117184,negative
632946474972807170,negative
633023907461758976,positive
633024920230883328,negative
633120853786386433,positive
633207516302823424,neutral
633285240279171072,negative
633383799724843008,positive
633412303887724544,negative
633557277874720768,negative
633832639863083008,positive
633987798194913280,negative
634406155264110593,positive
634565704080093185,negative
634766958987214848,positive
634792074269884416,negative
634800558587670528,negative
634904708012859392,positive
635254721809416192,positive
635324896722087936,positive
635384966008991745,positive
635513629756932096,negative
635556879318523904,positive
635616899607461888,positive
635964533316567040,positive
636032462901149697,positive
636193114202505216,positive
636246762299199488,positive
636278627114569728,positive
636298797866422272,negative
636776968554319872,negative
637105060372082688,positive
637136085391306752,negative
637280038539411456,positive
637354000136949761,positive
637634636022071296,neutral
637951257315971072,negative
638148104957657088,positive
638278354525753344,positive
638418648756035588,positive
638448199133437952,positive
638468414927937536,negative
638516013198282752,positive
638542106303311872,negative
638750821476241408,positive
638754093901545472,positive
638825676800290816,positive
638911839833710592,positive
639424138046742528,positive
639564571104055298,positive
639838311444520960,negative
639968942996385793,negative
639970354371395588,positive
639984686618517504,negative
639986949428789248,positive
639988442705866752,negative
640158927951413248,positive
640200670264496128,negative
640213267068006400,negative
640245545022451712,neutral
640259725746159617,positive
640268668052598786,positive
640504136769732608,negative
640574340472266752,positive
640606519915114496,negative
640607223517831168,positive
640667693826375680,positive
640726519640252417,neutral
640776304170782720,positive
640897533796028416,positive
640991166826172416,positive
641124202729213952,positive
641378986573082629,positive
641428761884233728,positive
641559760681213953,neutral
639467655804510208,positive
639485274028908544,positive
639512686347227136,positive
639548606962397184,positive
639560506534174720,positive
639595693821284352,positive
639664944447815680,positive
639687219905736704,negative
639743642396192768,negative
639778744501182465,positive
639807797719269378,positive
639810361768603648,negative
639826043906490368,negative
639843214426398720,positive
639881231635742720,neutral
639899394079375364,positive
639907928309428224,positive
639925310897545216,positive
639930535796563968,positive
639979942617436160,negative
639985980385193984,neutral
639997864404484096,positive
640023479941754880,negative
640133583290560512,neutral
640170383983968256,positive
640183675322245120,negative
640226129991741440,positive
640250038745067520,neutral
640279253611769857,negative
640294534321184768,positive
640316585501036544,negative
640329971789991937,positive
640337715872026624,negative
640357293410795520,neutral
640368149473398784,negative
640374804898541568,positive
640421630678700032,positive
640423002849447936,positive
640508150207115264,negative
640520013405913088,positive
640532590995247104,negative
640538853053325312,neutral
640557748845867009,positive
640566753827819524,neutral
640597728796348416,neutral
640667256830173184,negative
640698907878686724,positive
640709067422474241,negative
640742566011400192,positive
640744265522499585,negative
640754584772853760,positive
640820055316500480,positive
640839188171096064,negative
640893866497806337,positive
640901937202753536,positive
640926331463561216,negative
640956295105777665,negative
640980587961053184,neutral
640997676906086400,negative
641005255396839424,positive
641012657911283712,negative
641023223161864192,positive
641056422718009344,positive
641070133176336385,positive
641070904315879426,negative
641083599916175360,positive
641093826707390464,positive
641104027506204672,negative
641125195231662080,positive
641238975416549380,negative
641244721067724800,positive
641258686934052864,negative
641261137158381568,negative
641266791658840064,negative
641279315003449344,negative
641280850206699520,positive
641284117754191872,negative
641308951921991680,positive
641316108469948416,negative
641321656653365248,positive
